Video ID,Uploader,Age,Category,Length,Views,Rate,Ratings,Comments
Ez_uS8Xmhjo,frankyboy011,1194,Entertainment,166,4,0,0,0
qH7eTT8hU0s,macarenaah,1194,Entertainment,32,4,0,0,0
S2vX5zte2SU,HtownBigBoi832,1194,Music,195,0,0,0,0
GyaKBVr3MUE,thairafrancielly,1194,Sports,43,0,0,0,0
vQ14EEnO-98,jackson320i,1194,Autos & Vehicles,24,1,0,0,0
DGJhoXzNGZg,5656766,1194,Film & Animation,187,0,0,0,0
ynA89zaYtfw,miraizar,1194,Entertainment,228,17,0,0,0
RBtn2sYhudE,adoraahada,1194,People & Blogs,56,6,0,0,0
zAkib2sBmGc,diewalter,1194,Sports,6,0,0,0,0
4QIX2g8TLG0,kristovan42,1194,Sports,32,0,0,0,0
409LeS20xbI,Kimberlymom789,1194,Music,336,5,0,0,0
1frNlZe8hT8,rmquezon,1194,Music,558,1,0,0,0
S85dQsI_Klw,achupinn,1194,Entertainment,15,8,0,0,0
SBpyLDVZYwA,vidking85,1194,Entertainment,146,0,0,0,0
ucWb1u6ATkU,Listingandco,1194,Entertainment,59,1,0,0,0
htRxFbzt3dM,elmalandro123,1194,Comedy,101,28,0,0,0
p60d4csb88w,VAA16103,1194,People & Blogs,26,2,0,0,0
PzlEMJ3WYdE,ange2314,1194,Film & Animation,140,9,0,0,0
gRsQIqxDMwg,iluvmusiclol,1194,Film & Animation,242,9,5,1,1
AUKyTXP_xSo,Mcr4life1005,1194,Comedy,184,0,0,0,0
lATu6B5kF6o,Morningsidenursery,1194,Education,141,8,0,0,0
exraTDt94AU,BrokenLegPictures,1194,Sports,275,0,0,0,0
Ux-YrpYS7d4,edhardy94,1194,Music,206,5,0,0,0
C-8wmtVWmM0,mileyvideoproduction,1194,Music,91,9,0,0,0
afzzGsrJ1LA,ponko2xxx,1194,People & Blogs,125,0,0,0,0
RtRQGqIcj-8,gleidsonpotter,1194,People & Blogs,367,0,0,0,0
w29GDbT4Gw4,codmar3,1194,Travel & Events,277,2,0,0,0
AzN50zYgu8g,kabaha1990,1194,Music,205,0,0,0,0
FpczzBNnrns,olafurbesti,1194,Entertainment,425,7,0,0,0
SD2XgmYt_U0,electrotontos,1194,Entertainment,96,6,0,0,0
lPbcZMkI8BA,reppboyz,1194,Sports,40,0,0,0,0
n3mC_4-ctMY,bernicky13,1194,Science & Technology,481,1,0,0,0
Dlvq2_b_NUo,heavenlystarr,1194,Howto & Style,600,18,0,0,0
BNuPMyl2BOk,Ashtrida,1194,Entertainment,63,0,0,0,0
wnKK3xRdIxM,bichitabonita,1194,Comedy,18,0,0,0,0
QOsXGs5BYlQ,Mushufito,1194,Comedy,11,0,0,0,0
bQn6M-jLPtE,renzola12,1194,Comedy,53,0,0,0,0
3prLCYCVGc0,Jennbeat19,1194,People & Blogs,254,0,0,0,0
N7lv4TRw17M,miketevee,1194,Sports,84,0,0,0,0
qOzNkZ_zHuI,techn0lized,1194,Music,350,14,0,0,0
_39xYEhxT8o,arielelektro,1194,Music,216,7,0,0,0
o_NA-ea09hM,slave4u12,1194,Entertainment,237,0,0,0,0
VmB_XtBAPzU,mdrproductionz,1194,Comedy,101,12,0,0,0
4A-5QKpDBFE,robynsb00,1194,Comedy,77,4,0,0,0
cbyfclpCzkI,loloraton,1194,Comedy,30,4,0,0,0
BEoBheCWhqA,SELVAYIA,1194,People & Blogs,20,7,0,0,0
J_IYqthJ_h0,ZonaBleach,1194,Film & Animation,460,0,0,0,0
Y3q0ylp4O4A,x69faggot,1194,Howto & Style,204,0,0,0,0
yr0JF8Vcg20,fallenskater02,1194,Sports,5,1,0,0,0
Fu7WVzk57WU,brendontkd,1194,Sports,109,17,0,0,1
D-gRbGyOCvs,atvquads,1194,Autos & Vehicles,11,6,0,0,0
EFO3Mxm0PWo,angelaseve2509,1194,Film & Animation,365,2,0,0,0
AN1Ed_NhmeY,GenuineBEACH,1194,Entertainment,25,8,0,0,0
xsvUaFFSpqI,suprbird,1194,Entertainment,5,17,0,0,0
08EOMJ-if_E,kecastro123,1194,People & Blogs,22,1,0,0,0
7EWzQ4qWlH0,aprilbish,1194,People & Blogs,16,1,0,0,0
SpLkyBCKl6U,littlepita,1194,Sports,189,0,0,0,0
SaD5tOGMio0,hk168168,1194,People & Blogs,481,9,0,0,0
HhwVnfpCz2s,dicapriocross,1194,Comedy,90,1,0,0,0
_nMPmuhPH9Y,lileulogio,1194,Music,221,4,0,0,0
DBcur7zfOKY,Bossie0991,1194,Music,73,4,0,0,0
2wFAVnWstms,KBrogger,1194,Autos & Vehicles,13,0,0,0,0
mBH1CuimXSU,Colinvidz,1194,Entertainment,73,1,0,0,0
wRgxM6phQAo,kaiteroxs,1194,Entertainment,7,6,0,0,0
os1x2L1U--U,ilalapaca,1194,Comedy,275,1,0,0,0
Vk4C0qSgXqg,lpr83,1194,Comedy,8,0,0,0,0
gZF4-hgtA_s,koyamasouta,1194,People & Blogs,326,4,0,0,0
GY5rAjY571I,crimson993cid,1194,Sports,182,1,0,0,0
rYEFbQfEpl8,HolyFookingFudge,1194,Entertainment,88,6,0,0,0
RBNwGGxVm5Q,amc745,1194,Entertainment,26,8,0,0,0
OImAM2qZxI8,kite753,1194,Entertainment,59,0,0,0,0
KN06kv8FcU0,drake309,1194,Comedy,84,0,0,0,0
#NAME?,tomydearjuliet,1194,People & Blogs,17,0,0,0,0
NPvFmTUzNuE,cynthiazar,1194,Film & Animation,182,0,0,0,0
ux5LvOYp8kc,jagler04,1194,People & Blogs,508,1,0,0,0
GEdY0U6pQ4g,janz112,1194,People & Blogs,437,1,0,0,0
1PlcMLnNOow,hytem295,1194,Autos & Vehicles,115,2,0,0,0
BUvGGn8Z4BA,ebylady,1194,Entertainment,210,4,0,0,0
ahP1LyYtuSE,jeanbou31,1194,Entertainment,6,17,0,0,0
6T79yApVCBg,machinima,1195,Entertainment,1855,224607,4.87,4513,6917
BjYpkvcmog0,Resist9999,1195,News & Politics,15,587145,3.56,2642,6897
kyPG1v6H1eI,TheSubscribeMaster,1194,Howto & Style,22,73406,5,1,4726
CEESNElOCak,machinima,1195,Entertainment,985,97758,4.91,3950,4173
ZK99HYyQWHU,Str8upchaldo12,1194,People & Blogs,26,54413,3.81,191,3422
GyricSsMqtQ,SubscribeYou,1195,Entertainment,50,60411,2.62,42,3104
qgjWZXnTn9A,beckham4ever2005,1195,Sports,43,901819,4.44,1773,2942
VOMy6G7wtkY,TheSubscribeMaster,1195,Howto & Style,32,34423,3.67,3,1964
89NPaHn3Qdw,noblerabbit4,1195,People & Blogs,59,10858,4.08,12,1892
LkQTEbaDLRY,MyOwnPinkFlower,1195,Entertainment,61,38984,3.88,17,1830
76C0Jso4eN0,davedays,1195,Comedy,206,140277,4.5,2388,1766
al90TwaAbg8,Justinge3,1195,Comedy,249,18379,4.26,706,1405
aWqzFacKGeA,machinima,1195,Entertainment,988,121189,4.93,2513,1237
FHwuYV3SmQw,sxephil,1196,Entertainment,195,18881,4.81,1510,1087
pyoj8JROF7E,CCEProductions0,1195,People & Blogs,216,1319,4.33,6,884
kkvTa52fOHc,AtheneWins,1195,People & Blogs,1032,109357,4.52,1440,926
kp6fcc4oH0k,sosolid2kk,1195,Science & Technology,184,23280,4.77,835,817
Bq9_3bZ8emQ,hotforwords,1194,Entertainment,196,52181,4.7,1016,755
XcUzcXB7C6U,nerimon,1195,Music,248,21020,4.73,768,641
QGCC4bndmDY,cloud8745,1194,Entertainment,157,38733,4.54,404,639
_XR5xrU02yo,uxalz,1190,Entertainment,204,1194821,3.61,3258,8996
xtnnp0yMYJM,videosopusdei,1190,People & Blogs,597,986,4.69,16,12
08Cj0J4NwBc,IFuREADthisURstupid,1194,Entertainment,76,608,5,7,5
kkIWW6vwrvM,wnycradio,1185,Entertainment,244,178983,4.38,496,579
YgZSTzakkf8,LiveHighlights,1196,Sports,222,231,5,3,0
ItXDJy1JHvE,JustFriendsRecords,1012,Music,162,163398,4.02,432,389
D3W91J_2HIg,SailorsPlayhouse,1151,Entertainment,510,2879,5,3,2
f7-u5zYn0Gg,illumistream,1194,Entertainment,107,260700,3.92,217,136
YjciQMz_irU,RIPFILMS,1195,Travel & Events,1321,960,4.85,41,54
vUSJRKGhRgQ,hasitzu,1194,Entertainment,220,383061,3.39,569,346
a7k2L6c7XXk,illutionz,1194,Sports,44,593847,4.47,455,160
CoRAGfdkiVA,MalibuBabygirl911,1195,Sports,77,243623,4.3,353,505
jqVUJ45Dy6g,cultRissyo,1195,News & Politics,48,179157,3.83,42,95
2qKArFtAeSg,Beyoncefansde,1195,Sports,76,266211,4.54,302,470
PRG0PHb8Amg,ohisama3,1195,Entertainment,425,175131,4.76,54,59
ayrZEZ_krOk,cultRissyo,1195,News & Politics,63,147156,4.24,29,39
AGSP1oyuvMo,fotosintesi105,1196,News & Politics,466,146648,4.71,80,79
Z0BQ7PYOnSM,,,,,,,,
Q8McdFt7luU,duriany009,1194,Entertainment,53,86656,1.79,57,20
KrqPJisefEc,keeptheheat,1195,Comedy,86,79613,3.16,196,134
Y7sxBtkpCxk,rainie777,1195,Entertainment,536,85701,4.81,183,96
nEWtyYjv-3Q,shimizu99,1195,Education,27,73937,4,12,20
yGHrlUkT6NA,mls,1194,Sports,287,287820,4.6,164,280
sw_6gdieBRY,olka93TV,1190,Music,218,530846,4.68,2320,3144
P8FbpoSLk2E,gregorysunshine0,1192,Music,184,541808,4.57,1300,2129
jexGQM0VRQI,itschriscrocker,1196,Entertainment,102,58659,4.5,1617,2247
XX5WEgqw6pM,BarackObamadotcom,1195,News & Politics,1301,74264,4.87,953,253
gl0fc8pNTE4,Burnbookgang,1195,Entertainment,50,19409,4.65,88,98
2iTR_-3Rd9M,SkyeSweetnamVideo,1196,Howto & Style,478,1238,4.97,385,50
92k9-7g8m-s,pauliepd,1195,Sports,270,4098,4.91,146,113
DaUDBi395Is,OfficialDavidCook,1196,Music,163,12531,4.93,239,274
g2cT5J0gxeU,hockeystreams,1195,Sports,91,47578,4.89,147,375
oCL6qTDxZvg,dedicated2disney,1194,Entertainment,15,10917,4.88,40,42
tiBS6rWHJdY,GivesYouWings,1195,Entertainment,97,13850,5,174,158
aRn5-LQCg2s,KTLA,1191,Entertainment,93,260713,4.84,1104,829
FFUhwUYrOTM,musicgrind,1191,Music,333,293470,4.79,1150,1050
VsbA3-Um5Fg,WHATTHEBUCKSHOW,1196,Entertainment,427,8370,4.81,1053,632
lO6tDVVbWmI,fiveawesomeguys,1196,People & Blogs,170,10339,4.88,549,514
6h_zyIUL5Sk,CapnOAwesome,1196,People & Blogs,225,5688,4.75,548,311
ikL1d90iYYM,tobin00,1196,Entertainment,3542,2764,4.93,417,116
UY3IBJmpOWE,hotforwords,1196,Entertainment,170,6303,4.71,446,326
ik01UEov8vg,garciacity,614,Film & Animation,74,221579,1.76,3039,1856
MQ9PRzIyzFA,JTguru2008,1168,Music,94,617391,4.78,3992,4
_iJKkzawrMc,rawanselkhi12,1193,Comedy,354,53401,4.73,335,323
FB_6OlK-LR8,bigdickhunter,1195,Entertainment,345,63320,4.47,81,166
e6fvu-FRiGU,BenBuja,1194,Entertainment,293,88575,4.79,698,394
Qc_8CrOlCxM,GAARACRAZY,1196,Entertainment,7,213,2.5,2,0
bItvVyFWmwY,inmacu4a,1196,Comedy,12,238,0,0,0
WHKlW3VBZTI,BroadMinded,1196,Comedy,239,221,0,0,0
61w-GCkxpjM,yeeeuhITScarmen,1196,Music,119,213,1,1,0
ZC-Ad50NAAw,lnxgurl13,1196,Science & Technology,76,213,0,0,0
zs0XLbNfxhw,JasmineJ24,1196,Entertainment,145,221,0,0,0
8TbXtgoLa3g,MasterAdmin2008,1196,Entertainment,31,201,0,0,0
kYefaCwot74,cindyta09,1196,Comedy,193,210,0,0,0
db58hWgg8wk,jatargoff,1196,People & Blogs,69,212,0,0,0
KX4wpeMb6JE,feedittoyourcat,1196,Music,289,220,0,0,0
PG6le9Az_is,pascuak,1196,Music,229,58,0,0,0
4H13C1fQ0mY,MauoThunder23,1196,Film & Animation,202,45,5,3,4
7FD7mIJyw5M,oDxAxRxLo,1196,Science & Technology,32,56,0,0,0
m9uozynV2Bo,youngfield76,1196,People & Blogs,61,29,0,0,0
0ScThiAHV70,jejejejehhh123,1196,Music,112,72,0,0,0
iGw846LmjzY,ImperioAcosta,1196,Entertainment,282,76,0,0,0
WsM_g877HmI,eliizabethx,1196,Entertainment,6,13,0,0,1
uwo7oXPvcuI,504assassin,1196,Comedy,62,0,0,0,0
xpFhI6OnVf8,andrealpr,1196,People & Blogs,7,2,0,0,0
a7RR_f3FvBE,NabariNoOuAnime,1196,Film & Animation,481,15,0,0,0
CMc35XPmk3w,kittilola,1196,Music,209,0,0,0,0
MVy7MVD__cg,funkemofo,1196,Education,246,0,0,0,0
ZHREWtJq72U,elenac35,1196,People & Blogs,28,0,0,0,0
a2ho8Xbtv6o,Himit85,1196,Music,372,12,0,0,0
r39gUr-_IFA,lordhmf,1196,Film & Animation,60,0,0,0,0
Stu5QXTDYws,nikkixhavok,1196,Entertainment,23,0,0,0,0
BuMITDEGNzI,bluecrush123,1196,Entertainment,99,0,0,0,0
qbXzypHDc-M,OZKARIN94,1196,Music,175,1,0,0,0
vD4pS7yYQi8,lfuller50,1196,Howto & Style,153,0,0,0,0
y2vTkp3Z8xk,twofistedmama301,1196,Comedy,72,0,0,0,0
R7w5hwqQkps,romivigi,1196,Travel & Events,249,0,0,0,0
vFx1AFQqg2o,anastaciadumdum,1196,Autos & Vehicles,75,0,0,0,0
SJwqfiJF0po,totsganimi,1196,Comedy,10,2,0,0,0
zNSsbSfIlyE,kpeoples08,1196,Sports,16,0,0,0,0
DBJFQ9PoA8o,ilikechipmunks,1196,Pets & Animals,240,1,0,0,0
JxC5UbY0QGM,Iepsoilon,1196,Entertainment,468,0,0,0,0
WPInXZRbePc,alejosong,1196,Entertainment,87,2,0,0,0
tTkaDJV_D5k,brunoschoss,1196,Entertainment,68,0,0,0,0
lFHQqPmmSqo,FlyBoyzEpidemic,1196,Sports,267,0,0,0,0
Cbh49BtIbL0,lopsfab,1196,Music,254,1,0,0,0
NJx8yZGGjd8,xarosaros,1196,Film & Animation,65,7,5,1,1
d8u_i3nuofw,fabriciomp22,1196,Entertainment,52,179,0,0,0
IQO1XW56pBg,SimmonsGaming,1196,Comedy,6,17,0,0,0
E30U7YRESbA,sportsdevil654,1196,Comedy,40,35,4.33,3,2
fL16vQM2b8g,quiqueceballos,1196,Comedy,42,12,0,0,0
vM3xfzJxFgk,motoaction1207,1196,Sports,443,10,0,0,0
0PS-PFgOTtA,wwe4you,1196,Sports,140,14,0,0,0
df2RdJTUqbk,krolquadros2005,1196,Music,135,16,0,0,0
GP4FAtRwoOU,POSZCZELONY,1196,Comedy,100,7,0,0,0
ZqyoHAJrmNE,maskgirl6,1196,Comedy,83,0,0,0,0
8fAuXO_KEaM,giluscgret1981,1196,Pets & Animals,87,0,0,0,0
pgynMArNsJc,maxstarletvic,1196,Pets & Animals,71,18,0,0,1
Sr__OSPy87M,VRADSKE,1196,Music,269,5,0,0,0
evrhbB8d1CQ,thanou67,1196,Music,203,15,0,0,0
zlap4wRi8Us,Rossco1011,1196,Music,399,0,0,0,0
gzymyLQxzgA,xXtomsloverXx,1196,Film & Animation,59,51,0,0,0
_22QPYAM6B8,j04n428,1196,Entertainment,540,50,5,1,0
Ur3fYg41-Ng,kerplunkfatty07,1196,Comedy,55,0,0,0,0
IVCkYn0mcIQ,123NEDONEDO321,1196,Comedy,101,14,1,1,1
EuGOEu48_bw,flavito21recife,1196,Comedy,307,23,0,0,0
Dhlgo8kvDsA,xhaliii,1196,Comedy,15,0,0,0,0
j_rY0A3b5PQ,paqetes,1196,Comedy,209,0,0,0,0
SiMty5GkzVU,disturbedstuff,1196,People & Blogs,243,1,0,0,0
ZiSa5epEteQ,PRCclothing,1196,Howto & Style,358,2,0,0,0
tUhGpwIiAd0,chrisfarleyfan80,1196,Entertainment,305,0,0,0,0
pcQ936dDYi8,getccs,1196,People & Blogs,17,0,0,0,0
nt5O5zPk6Wo,mickweiland,1196,People & Blogs,15,0,0,0,0
8AUz3v1WUWk,drwho102003,1196,People & Blogs,16,0,0,0,0
gzgRPVuICD4,Lohrrana,1196,People & Blogs,219,1,0,0,0
wu6EOVOzQ2c,encuentrocoral,1196,Music,284,0,0,0,0
8fTDt5y7zb0,EnvoyOfRagnarok,1196,Entertainment,105,1,0,0,0
HoDP5fllOxo,yekita699,1196,Entertainment,275,0,0,0,0
p6qDWbAAehI,Siryuy2007,1196,Comedy,25,0,0,0,0
rWoc884OdLE,kitandez,1196,Comedy,13,1,0,0,0
T1ufCvF26cI,gishita,1196,People & Blogs,310,0,0,0,0
mcX_aGW6fC0,,,,,,,,
2mE_w0ypMnY,rkentctodd1109,1196,Education,179,2,0,0,0
TmzRXudW4vc,jakefreedman22,1196,Music,165,2,0,0,0
6GGL0Jr1FCk,charmpits,1196,Music,64,1,0,0,0
ZtYSA2ZQFcA,psyguy08,1196,Entertainment,368,2,0,0,0
9RtK7UJBC9k,ladyblue0930,1196,Entertainment,639,1,0,0,0
ccyhzhSKhc8,goffytheseasider,1196,Entertainment,275,0,0,0,0
XCR_VwcES_M,Salimairina,1196,Entertainment,146,0,0,0,0
GhVohBnIgio,r2toskt,1196,Entertainment,62,0,0,0,0
9DsVEB7BlMs,dirtyballer,1196,Comedy,418,0,0,0,0
gukUt7ApYeA,semanasantasevilla,1196,Travel & Events,438,0,0,0,0
FosUZJCegpY,ayanisa01,1196,Music,283,0,0,0,0
C0QUFZ21zPs,VideoGameSongs,1196,Music,107,0,0,0,0
hDAmTHk5kC8,FearToFall,1196,Music,214,0,0,0,0
BMUQQwfk4ww,marljur,1196,Entertainment,132,0,0,0,0
3Z84-I05l48,ferleteia,1196,Music,146,0,0,0,0
CbOGIplyufg,contyxxuc,1196,Film & Animation,45,3,0,0,1
_8JNYRFmny4,hollywoodtv,1196,Entertainment,217,67,0,0,1
WHGFiqXo8Js,camichil,1196,Entertainment,121,0,0,0,0
Adn-WlqE_qg,KatiexSUPERFREAK,1196,Comedy,15,0,0,0,0
TgAZ7CwDGf8,pdadmehr,1196,People & Blogs,19,0,0,0,0
KSbF9kiqh4Q,nisinhaahnit,1196,People & Blogs,258,0,0,0,0
7VYmKhWy3Wo,BlackBearDuo,1196,Music,28,3,0,0,0
JN48jbpKy-Y,jarong08,1196,People & Blogs,74,0,0,0,0
GFUpUKfkdng,bcheraw,1196,Sports,58,1,0,0,0
7f0uLJefRoM,GaYYYaLion,1196,News & Politics,90,222853,3.27,1038,2191
6XhXws6B-38,FatWrecked,1197,People & Blogs,234,79499,4.92,1632,1916
QlGI1Q1jUpo,NineFiveWalker,1196,People & Blogs,34,42507,2.95,20,1717
NeG2aSGDhao,LisaNova,1197,Comedy,163,301722,4.27,1594,1414
h9I_sJ9kRC0,Justinge3,1197,Comedy,180,47396,4.25,621,1327
Kr8SODM9clA,peron75,1197,Entertainment,341,26000,4.86,731,1106
EM3Re7JX_4o,AtheneWins,1197,People & Blogs,515,154005,4.44,1476,1051
BoEQlDtVIhE,Irategamer,1197,Comedy,21,31135,3.31,712,1018
oyeBLe8GRJU,HilariousVideosLol,1197,Comedy,210,419489,4.63,2855,1009
GkcBZVcelEQ,mrpregnant,1197,Comedy,181,30687,4.45,131,893
X02ASWOQ12M,sxephil,1198,Entertainment,326,27292,4.81,1626,1118
pvZzGBgaIc4,alloutrockje2,1196,Howto & Style,82,2872,3,2,961
SV1sxq8mqvA,notches278,1197,News & Politics,41,42269,3.8,153,681
s94LWNcz2zc,hatrer,1196,News & Politics,46,80648,4.46,102,629
iJfVqpXZueI,GersNo1Fan,1196,Entertainment,318,160568,4.77,644,622
CSO0_qAoAdc,HollyscoopTV,1197,Entertainment,114,20616,2.67,66,573
DJlMM3harS8,guardyourgrilltv,1196,Sports,612,2333,4.17,12,554
9ixDeBmJWYg,SelGomez,1197,People & Blogs,116,31074,4.8,454,545
fKMX9HCjycM,videocafeblog,1197,News & Politics,338,43025,3.07,175,550
Eg12Y1Lvzws,machinima,1196,Entertainment,197,46496,4.56,784,506
DYoZEn9vlzE,coffeelattemilk,1194,News & Politics,263,949914,2.46,1037,5306
09sWP6-k5n8,safwanonline,1196,Comedy,389,563689,4.8,2729,2492
W9jM1rYnh90,YTsuxAMIRITE,1198,People & Blogs,539,326,2.6,5,1
vOceGLd8KEQ,thedardo,1196,Comedy,19,776036,4.02,715,1496
0ZqKN6_uvQQ,JayTodayProductions,1195,Comedy,182,387,4.08,24,39
5n-mL04XRFI,SailorsPlayhouse,1177,Film & Animation,632,4447,3,1,2
Nhj3Z9o6t0g,wired,1178,Science & Technology,74,285342,4.51,397,630
_gjf2XFFcyc,funniestchannel,1196,Sports,84,268192,4.21,233,247
XJC1IALVOq8,huluDotCom,1197,People & Blogs,79,159350,4.63,661,311
OXFzQCWYw6M,hotbabestationde,1198,People & Blogs,340,204,4.2,5,4
wgdc11MGdfo,WHATTHEBUCKSHOW,1198,Entertainment,315,14014,4.87,919,588
fU_B0WdSzCY,kiketarow,1196,People & Blogs,311,220340,4.7,113,181
_1H4JjABj9Q,fugen10man,1197,Entertainment,312,182650,4.78,128,123
SeheaqZWL6M,NBA,1196,Sports,65,165271,4.77,264,352
wbeXI45wNyQ,GoPotatoTV,1197,Comedy,219,121137,4.71,1184,474
0fT26WQh4JM,illumistream,1196,Entertainment,73,78642,3.06,140,38
Xtkb4eYFdr0,nogoodtv,1196,Music,191,78059,2.51,99,48
JtgO1ytZu1M,tunaflix2,1196,Entertainment,75,96002,3.75,146,302
cHA-iGjyLPA,NBA,1198,Sports,85,78141,4.8,352,451
8sNPwOEPlFw,bestvidsonline,1197,Entertainment,388,70232,4.6,317,519
7hiETFIj56s,fitnessvip,1196,Howto & Style,151,70162,3.75,76,152
y21SEVExqN4,agress58,1197,Film & Animation,300,68551,4.82,44,44
dNeTvRs-8dU,prz3m3q,1198,Autos & Vehicles,16,22984,1.53,15,4
JJ7gBXIZKQo,drealkulit,1196,Sports,95,64103,4.48,147,259
BQOb_4VXGK4,itschriscrocker,1197,Entertainment,134,139649,4.09,2509,3645
jlhg3F-Gbdc,MATHYTV,1197,Entertainment,141,2236,4.98,818,0
2jGGyzihYDU,mickytoho,1196,Entertainment,395,20348,4.95,237,208
edeykNdGeI4,kiwi04,1196,Entertainment,386,74090,4.85,373,272
4R33vp8mggM,iLoveJbMcFlYTakeThat,1198,Music,274,4479,4.94,99,148
7cssZe5qDB8,WalrusGuy,1197,Comedy,112,5484,4.78,444,323
gSrC0TQnqP8,TheAmazingAtheist,1197,People & Blogs,1365,8135,4.82,1059,534
yRKtBgkn17U,universalmusicgroup,1197,Music,222,25761,4.3,198,125
0eSXEkJarms,FunWithStuttering,1197,Entertainment,541,21551,4.8,217,151
9bBeGy5Lroo,NBA,1196,Sports,22,61826,4.83,240,413
LsOW_CtPJ0o,jonmchu,1198,Entertainment,207,20631,4.88,428,424
jaGJ-HXkgyU,AddictedtoJonas91,1194,Entertainment,208,69857,4.89,523,456
mrEdYueahO8,nugge7,1193,Sports,95,2338960,4.76,874,1026
SfyEywk1E54,TheAmazingAtheist,1197,People & Blogs,443,9088,4.56,910,762
jM35oAh93gQ,hotforwords,1197,Entertainment,103,42605,4.64,823,315
awSHMDlmk3o,fiveawesomeguys,1198,People & Blogs,339,11615,4.9,645,459
jah0oGk8uTI,FLuffeeTalks,1197,Comedy,114,10407,4.84,648,356
9paHf9upMhE,spricket24,1198,Comedy,192,8106,4.72,659,352
DJqdOMlL3tA,cloud8745,1197,Entertainment,397,38593,4.83,618,503
26dwfZIqfco,cdk007,1196,Science & Technology,593,4874,4.91,561,217
E2353Ecfd5s,rec213,327,Film & Animation,239,7451,4.65,719,382
NoICzQpVCeA,crabfu,1157,Science & Technology,203,517743,4.69,1584,1558
Cf5szwz6Qzc,Honda,1185,Science & Technology,196,309097,4.61,949,996
GCS6e51zlPc,SpaceRip,1185,Science & Technology,92,238887,3.28,313,290
WHpZLGBr4r0,spectrummag,1177,Science & Technology,186,215939,4.62,448,306
ocPPvRRAhcY,anwoody,660,Film & Animation,86,82268,3.19,98,77
R9IQlhAVvbk,AgileHProductions,813,Comedy,438,58262,3.44,148,90
1ZiO4aK_hUc,robotmakers,1005,Music,195,13060,4,25,20
piEZ-dtHR5Q,bycarlost,1197,Entertainment,73,15345,4.5,10,19
H246FhwXO6s,hulkfan78,1180,Comedy,111,9970,4.75,113,132
vf91n1uCbhE,charlestrippy,1197,Entertainment,180,35995,4.76,478,345
gUBDM16ylvU,karinmoveon,1196,Nonprofits & Activism,33,45741,4.53,223,0
WIjyT5_2N_I,AmericanSolutions,1197,News & Politics,183,17942,3.39,61,99
Pt3-zSe8Tpw,LindsayPagano,1192,Music,235,13113,3.41,61,48
56TABJ9AYRo,,,,,,,,
Btj3XeYR5JE,ClassofMV,1188,Comedy,165,84717,4.55,280,246
wyE3KJhKXRQ,EarthProducts,1197,Science & Technology,43,7913,4.12,8,12
qqn78UmWCFs,,,,,,,,
UQQhlQNpCHI,tinybelly125,1198,Education,33,216,0,0,1
C2QGiGZF4hE,Franfima,1198,Comedy,286,223,0,0,0
WO0ZzmmVuv4,laurisquintana,1198,Pets & Animals,38,209,0,0,0
cA4yF6Yhmo8,WickedOne666,1198,People & Blogs,70,201,0,0,0
G_ixB1F7FGE,syriusblack,1198,Sports,180,212,0,0,1
A_86pc8Y-Bg,,,,,,,,
ZiJNTzQK9YY,mauabucvideos,1198,Music,597,201,0,0,0
udSY68KSL-k,anlumomte,1198,Education,47,209,0,0,0
dRX-tj-dpy8,fouad4youissmarty,1198,Entertainment,191,225,0,0,0
XKX5p95MdY4,XxOblivion77,1198,Entertainment,201,207,0,0,0
K8RoxQMtlfU,monbear,1198,Pets & Animals,47,201,0,0,0
mdHoLzwrSPQ,americangrlcentral11,1198,Comedy,54,8,0,0,1
7E3Ysk2t70Y,Dlish,1198,Sports,123,39,0,0,0
EPYwWZDOQ1U,endojoe420,1198,Music,124,30,0,0,0
O_RyielO2tA,chay2510,1198,Entertainment,169,16,0,0,0
UwVvyhsnpKA,XxAyaBreaXx,1198,Comedy,39,0,0,0,0
OlPXjIY_bKw,kamareaYO,1198,Travel & Events,6,0,0,0,0
YHL1esw7Q2c,xxkasseexx,1198,Music,312,0,0,0,0
JPWcDUyT294,amyewilkins,1198,Music,186,0,0,0,0
HPAO_UmVBfs,bandchrules,1198,Film & Animation,100,1,0,0,0
8I0ULUs7KoA,turtlethenarielle,1198,Entertainment,38,1,0,0,0
prKOWfdW6kM,mleeisboss6788,1198,Comedy,52,10,0,0,0
qOX7Lzfbhgg,CrucialTK,1198,Comedy,22,7,0,0,0
KYogMaxfh5M,joseadeliz,1198,People & Blogs,266,3,0,0,0
dBvHnhZhV2I,elcharal2007,1198,Comedy,128,1,0,0,0
uNZCGh4ssb4,rexrep,1198,Sports,299,5,0,0,1
o9LrkKOmjuc,steennyborg,1198,Sports,285,0,0,0,0
xTdr0FW9WfI,himurabx,1198,Music,57,8,0,0,0
kh9rknFPimc,r3ysgde,1198,Science & Technology,548,6,0,0,0
sUGfBXoWVoo,WeAreGoR,1198,Music,579,0,0,0,0
o83fqK0MSFY,trinaaa09,1198,Entertainment,16,31,0,0,0
zP3cDVwCQjA,zonasmallville,1198,Film & Animation,516,0,0,0,0
_XKl2F74qzg,JeHu14,1198,Comedy,15,6,0,0,0
gvpi0xuocxQ,modelohsp,1198,Comedy,402,0,0,0,0
AIR8VE-0jmo,taioraltetions,1198,Entertainment,512,1,0,0,0
2QUW6vYZKc0,msking730,1198,Entertainment,149,0,0,0,0
VYeYureQWe4,TourFactory,1198,Travel & Events,168,4,0,0,0
