Length,Views,Rate
707,22851,4.68
594,33998,4.67
76,21594,4.48
455,3069,4.9
295,2772,4.94
242,20822,4.8
179,49048,4.81
169,1917,4.92
479,27619,4.87
219,156450,4.77
182,13432,4.98
143,24236,4.72
284,9002,4.83
419,12304,4.66
222,472,4.99
245,405,5
132,734,5
234,426,5
245,367,5
213,711,4.99
245,385,5
1534,223,4.37
308,213,4.37
202,209,3.14
432,216,4.4
191,227,3.88
234,221,4.12
181,232,4.42
87,259,3.71
148,204,4.43
179,215,3
281,208,4.38
252,221,3.89
86,473905,4.76
269,186477,4.05
8,26166,4.42
96,498645,3.81
340,68713,4.71
287,2814,3.2
485,67895,4.83
383,1328,5
96,72319,4.77
401,54743,4.92
141,73162,4.67
148,5319,3.19
103,79488,3.4
80,228,0
536,186,0
22,184,0
143,173,5
592,165,0
27,173,0
28,187,5
283,156,0
183,152,0
410,153,0
91,1,0
69,10,0
29,7,0
549,8,0
9,3,0
150,8,0
238,6,0
201,0,0
6,14,0
108,9,0
25,38,0
130,11,0
39,49,0
156,0,0
129,0,0
192,10,0
15,12,0
428,36,0
95,16,0
26,1,0
44,9,5
312,0,0
81,9,0
45,5,0
91,3,0
97,8,0
359,13,0
140,0,0
97,0,0
392,1,0
65,39,0
47,3,0
29,12,0
38,15,0
252,4,0
112,0,0
22,0,0
39,14,5
23,0,0
136,0,0
283,15,0
161,2,5
25,0,0
90,0,0
84,20,5
10,0,0
12,17,0
199,45,0
294,0,0
86,13,4
90,5,0
56,8,0
260,28,0
60,0,0
28,141,0
36,5,0
42,0,0
30,7,0
16,0,0
182,12,0
406,0,0
170,0,0
139,0,0
49,0,0
46,164,0
192,0,0
259,9,0
286,0,0
77,0,0
301,0,0
533,0,0
51,3,0
10,0,0
154,1,0
185,0,0
7,2,0
63,0,0
76,38,0
63,6,0
270,6,0
47,21,1
97,0,0
66,2,0
331,0,0
502,0,0
37,0,0
263,0,0
54,0,0
459,0,0
99,987306,4.07
37,57320,3.73
165,182045,4.59
388,33783,4.24
12,55053,3.25
178,114216,4.7
221,27299,3.61
252,7908,4.99
492,105070,4.86
435,3356,4
64,844318,3.59
54,64165,4.64
62,1390,4.92
1093,126818,4.4
361,13100,4.91
600,4709,4.68
24,246366,4.65
244,3496,3.31
320,16592,4.85
61,606,4.97
361,421,0
147,602013,3.05
27,545,4.11
22,514,5
447,13569,4.3
156,207165,4.5
205,801,4.7
139,331493,3.73
225,843,3.33
657,194,3
187,316,5
166,435316,2.02
386,221,4.67
45,3156,4.11
280,565041,3.53
334,155892,4.17
127,163633,4.79
36,141408,4.57
42,84744,4.65
40,80325,3.29
516,89368,4.82
565,85876,4.78
134,80691,4.71
528,74481,4.81
25,77053,4.69
123,67624,2.41
241,71561,4.6
33,56383,4.9
215,10005,4.9
324,1208,4.95
150,618,4.88
297,890,4.96
222,737,4.67
245,529,3.99
132,544,2.27
245,1183,4.98
245,696,4.98
197,707,4.97
195,625,4.88
181,74798,4.73
230,473,4.23
33,47013,4.84
264,795,4.98
52,16453,4.73
75,333280,4.61
294,15733,4.92
208,5927,4.93
221,8260,4.92
152,12801,4.73
203,8010,4.8
367,146724,4.86
302,953,4.98
258,548,5
382,61058,4.84
240,17450,3.56
271,306232,3.81
161,53984,4.48
241,107167,4.83
240,6083,4.87
102,47132,2.85
336,119973,4.68
36,1282,2.33
217,90497,4.2
363,6707,4.88
61,103903,4.14
2,207,1
117,239,0
180,211,0
133,208,0
152,202,0
189,217,0
109,222,0
570,204,5
5,204,1
104,280,0
151,171,0
27,187,0
526,54,5
65,129,0
342,0,0
604,1,0
18,0,0
596,0,0
193,21,0
19,0,0
49,0,0
195,0,0
61,5,0
96,8,0
23,0,0
237,0,0
170,10,0
36,0,0
24,0,0
155,0,0
66,10,0
230,5,0
221,0,0
247,30,1
73,43,0
65,5,0
60,219,0
55,0,0
52,8,0
17,7,2
78,19,0
235,0,0
160,1,0
277,19,5
79,0,0
112,4,0
114,7,0
101,0,0
235,6,0
38,0,0
184,0,0
37,0,0
200,0,0
319,0,0
58,0,0
176,6,0
55,14,1
28,0,0
149,2,0
235,0,0
18,1,0
225,0,0
48,5,0
55,21,0
771,107,5
240,2,0
151,0,0
233,10,0
207,0,0
49,7,0
274,0,0
266,6,0
300,6,0
101,0,0
504,0,0
128,4,0
8,0,0
202,0,0
175,0,0
181,1,0
102,7,0
50,263,4
74,0,0
137,5,0
178,0,0
39,0,0
152,0,0
103,0,0
229,4,0
251,0,0
230,1,0
121,0,0
145,30,1
51,4,0
48,0,0
127,5,0
266,217632,4.18
232,33654,4.8
764,119029,4.74
35,106786,3.54
82,2407088,4.43
87,77914,4.25
118,38044,4.45
116,45636,2.24
552,302174,4.44
63,1880,3.06
82,27133,4.56
205,20374,4.89
521,197751,4.8
35,292805,4.81
397,17785,4.91
272,13936,4.78
205,46469,4.27
117,1365,3.67
233,22193,4.86
91,4285,4.62
291,192256,4.79
535,3241,4.6
31,581554,4.11
330,735316,4.16
56,582,2.67
228,519670,1.72
74,6050,4.95
69,161062,3.45
657,1874,0
239,2244,4.84
106,70765,4.35
323,151257,4.7
518,46762,4.66
55,198458,4.5
65,157510,4.46
292,128432,2.93
107,115176,4.77
234,115662,2.83
243,111282,4.51
155,59245,2.35
46,118626,4.83
18,103885,3.34
18,105968,4.75
180,55083,4.87
276,76650,4.46
217,95858,4.61
285,21148,4.63
56,33563,4.67
97,35205,4.93
220,68488,4.22
446,191649,4.91
345,30685,4.8
377,13386,4.89
48,31003,4.86
355,23053,4.7
140,13579,4.65
374,11687,4.91
93,296269,4.85
127,143631,4.19
61,347113,4.38
71,156573,4.26
26,122329,2.53
151,105779,2.89
124,77163,3.39
170,107286,3.89
89,32787,3.2
263,75806,3.71
214,70678,4.69
166,17601,4.5
227,81679,4.96
201,3290,3.5
234,21976,4.43
235,141792,4.45
248,72240,4.64
107,10803,4.56
188,39242,4.48
192,43352,3.08
64,2367,4.71
23,555886,2.41
155,159,3
193,139,1
467,121,0
51,132,0
94,106,0
97,173,5
78,124,0
184,188,5
27,117,0
37,6,0
297,0,0
101,12,0
116,18,0
48,10,0
113,2,0
234,24,0
17,8,0
117,26,5
443,6,0
514,0,0
15,0,0
58,47,0
11,0,0
393,4,0
12,17,0
13,0,0
177,6,0
70,0,0
15,17,0
45,55,0
61,23,0
98,6,0
18,3,0
133,0,0
29,106,0
23,7,0
93,0,0
35,0,0
269,12,0
38,11,0
111,8,0
600,0,0
56,7,0
346,0,0
278,0,0
206,0,0
361,0,0
269,7,0
234,0,0
168,3,0
15,1,0
108,117,0
29,30,0
292,0,0
119,16,0
23,12,0
242,17,0
27,10,0
562,31,0
445,0,0
60,0,0
178,0,0
264,11,0
12,4,0
7,0,0
72,47,0
104,13,0
27,11,0
11,4,0
157,6,0
9,0,0
300,0,0
144,10,0
94,9,0
18,0,0
61,6,0
176,29,5
57,6,0
126,5,0
537,0,0
186,0,0
136,13,0
120,6,0
476,16,0
388,0,0
79,3,0
37,0,0
49,0,0
119,11,0
101,0,0
235,0,0
184,0,0
229,0,0
15,9,0
14,3,0
33,14,0
127,1558711,4.46
197,380167,4.61
395,39384,4.37
432,215439,4.89
494,120682,4.76
241,45092,4.75
46,79635,4.89
240,149057,2.52
386,58446,4.9
571,112071,4.88
138,15183,4.91
135,130524,4.85
249,83345,4.77
436,48056,4.73
180,22517,4.68
600,47271,4.78
605,92584,4.6
203,56753,4.78
190,115648,3.59
128,119027,4.67
128,403,2.78
391,592,5
150,885,5
473,3153,3.86
241,144821,4.25
217,646986,3.64
221,79174,4.59
44,179675,4.13
178,659,4.68
33,5736,4.44
7,200,3
162,208003,3.22
120,238430,2.92
234,469,5
487,196156,4.76
119,135314,4.65
511,124062,4.87
494,122290,4.88
200,114335,4.09
509,128500,4.88
162,112188,3.57
263,105048,4.67
542,74657,4.1
195,97805,4.8
161,970228,1.83
263,815343,4.77
185,31759,4.83
234,97940,4.68
111,14823,4.7
55,1572,5
110,16402,4.87
195,14978,4.85
319,519,4.97
405,23437,4.78
164,31791,4.83
404,7095,4.86
184,11719,4.67
55,14009,4.81
349,83310,4.83
288,138586,4.54
622,242025,4.45
137,52712,4.1
475,14853,4.85
572,2207,4.33
32,49890,4.96
140,2846,4
183,17035,3.59
231,90450,2.8
120,208,0
53,201,0
83,204,0
636,216,5
127,203,0
49,209,0
18,211,0
27,168,0
11,204,0
162,195,0
50,25,0
375,44,0
17,0,0
30,3,0
230,208,0
337,6,0
85,45,1
19,11,0
282,11,0
195,0,0
86,13,0
47,0,0
295,207,0
539,57,5
93,0,0
593,4,0
95,25,0
63,10,0
23,31,0
283,9,0
89,204,5
439,12,0
27,4,0
38,1,0
20,21,0
156,1,0
82,22,0
399,12,0
67,11,0
14,1,0
80,7,0
247,24,4
19,0,0
61,1,0
201,8,0
41,0,0
113,0,0
24,59,0
179,1,0
223,16,0
203,17,0
444,0,0
182,0,0
9,18,0
7,30,4
585,12,1
80,23,0
179,0,0
51,51,0
222,0,0
21,0,0
26,0,0
297,0,0
231,12,0
260,3,0
76,0,0
177,0,0
45,7,0
271,4,0
230,5,0
73,0,0
89,12,5
66,0,0
168,216,4
149,0,0
5,10,0
424,0,0
83,0,0
30,6,0
130,5,0
575,0,0
106,0,0
97,5,0
49,0,0
20,172,0
43,1,0
22,7,0
172,8,0
9,0,0
75,13,5
15,0,0
76,7,0
25,0,0
38,13,0
573,52,0
37,1,0
25,73543,4.9
12,190974,3.59
195,177356,4.82
288,9879,3.62
61,81706,4.83
107,21674,3
239,32775,4.86
241,77270,4.72
87,72743,3.55
411,14617,4.8
26,150208,4.52
173,19331,4.44
240,23517,4.93
205,1679,4.98
534,164702,4.35
195,131571,4.83
601,34228,4.38
193,19250,4.73
143,36752,3.64
10,411,3.52
161,86167,3.6
173,1505,2.5
45,1307,3.17
45,864,4.43
262,170950,2.88
502,2439,4.6
379,95094,4.77
654,785,5
25,196571,3.77
204,256,5
127,2339,4.35
469,379571,2.36
19,168141,4.47
20,152679,4.61
120,133830,4.84
68,93592,3.14
63,86545,3.21
85,87672,4.63
173,67141,4.4
169,79955,4.74
181,110091,4.54
96,69195,4.64
461,61712,4.3
24,66277,3.1
149,57002,3.87
327,59436,4.35
280,654845,4.29
125,31650,4.93
184,31059,4.68
45,1709,4.99
62,588,4.98
72,637,4.97
258,42947,4.85
227,31955,4.69
245,6812,4.91
251,18292,4.79
333,16880,4.88
518,19161,4.93
268,76074,4.71
35,20010,4.89
270,6236,4.43
223,4580,4.63
113,4077,4.67
154,552583,4.82
206,186361,4.31
59,657411,4.45
575,2929,5
138,90324,4.4
62,13805,5
224,66578,4.35
21,38366,4
161,311805,2.58
411,31677,4.67
119,8890,4.92
124,1493,3.71
37,74775,4.85
273,10392,4.04
374,32312,4.43
219,174038,4.41
318,141,0
63,93,0
46,118,1
10,88,0
176,118,5
47,142,4.5
15,77,0
54,92,0
212,86,0
89,102,0
89,0,0
5,0,0
54,0,0
94,12,0
97,10,0
75,0,0
55,10,0
84,21,5
85,35,5
230,63,5
42,0,0
578,0,0
301,0,0
65,7,0
63,0,0
14,19,5
243,0,0
41,0,0
18,0,0
94,0,0
291,1,0
11,0,0
64,49,0
8,0,0
170,4,5
17,0,0
54,8,0
133,5,5
247,3,5
59,0,0
56,0,0
195,0,0
77,0,0
136,0,0
71,3,0
53,0,0
71,0,0
57,0,0
412,0,0
173,4,0
296,0,0
47,0,0
20,0,0
241,0,0
59,0,0
575,2,0
174,0,0
11,1,0
472,0,0
480,1,0
216,1,0
30,12,4
7,3,0
187,2,0
138,0,0
171,10,0
124,1,0
114,3,0
16,0,0
23,1,5
61,0,0
5,3,0
27,2,0
293,0,0
74,7,0
54,1,0
440,5,0
28,2,0
10,0,0
31,0,0
608,0,0
299,0,0
56,38,0
324,4,5
318,0,0
53,0,0
220,0,0
347,0,0
134,0,0
349,0,0
26,0,0
87,0,0
105,2,0
107,2,0
108,0,0
22,4,0
23,18,0
291,4,0
270,26,4.5
170,58516,4.54
180,84288,4.15
233,77926,4.15
213,1303,4.59
121,161770,3.38
358,34490,4.84
96,16933,4.74
281,162100,1.8
114,52300,4.36
220,31457,4.94
92,1259,0
277,6466,4.36
413,21159,4.8
254,29411,4.13
117,22960,3.96
112,12661,4.88
60,7212,4.51
65,275111,4.43
25,622,5
238,213,4.92
8,93384,4.48
85,1050743,2.67
131,374,5
35,477977,3.58
60,298265,1.5
154,310183,3.13
564,7743,4.44
282,211,0
53,216,5
367,292054,3.47
209,132804,2.73
116,246154,4.82
70,102355,4.51
301,93478,4.61
70,78465,1.93
101,121628,4.49
303,84692,4.49
222,95905,4.69
151,64267,3.29
130,60795,4.69
74,223570,4.58
243,57018,4.68
165,28216,1.64
303,53940,4.83
382,73852,4.9
13,63262,1.62
170,809473,3.22
184,117559,4.68
144,2362,4.91
38,95566,4.91
66,25660,4.79
222,18666,4.88
116,92560,4.75
519,1800,4.81
138,238,4.98
66,271,5
289,61756,4.55
223,9538,4.87
143,3169,5
177,216827,4.81
179,12303,4.84
192,9678,4.86
169,44970,4.79
82,15834,4.76
127,10658,4.74
213,12697,4.78
177,83280,4.72
226,18048,4.79
656,65037,4.55
492,76735,4.45
158,50946,3.78
172,46359,4.11
114,21638,2.78
595,38483,3.66
181,116591,2.79
187,58502,4.86
134,130323,4.59
102,173305,4.49
89,41746,4.79
92,33179,4.5
35,29134,1.99
237,953935,4.87
51,39,0
31,30,0
12,46,0
60,27,0
383,39,0
32,0,0
54,42,0
17,18,0
70,0,0
267,20,0
409,9,0
441,1,0
79,0,0
152,2,0
8,0,0
69,3,0
208,7,0
18,0,0
61,1,0
324,10,0
337,0,0
310,4,0
45,0,0
166,32,0
659,7,0
195,0,0
92,0,0
276,0,0
70,3,0
56,2,0
51,1,0
67,2,0
145,4,0
117,4,0
49,0,0
7,0,0
109,2,0
299,0,0
64,4,0
8,5,0
568,1,0
219,0,0
98,8,0
324,6,0
73,6,0
241,0,0
75,5,5
100,0,0
410,9,5
67,3,5
12,6,0
103,0,0
65,0,0
196,2,0
240,28,0
105,2,0
80,11,0
211,0,0
106,10,0
19,0,0
337,0,0
42,6,0
23,1,0
72,4,0
186,0,0
283,0,0
33,1,0
177,14,0
208,0,0
66,3,0
599,8,0
230,0,0
92,10,0
575,6,0
50,9,0
502,1,0
61,2,0
5,0,0
53,0,0
4,0,0
53,0,0
60,0,0
256,0,0
42,0,0
108,0,0
44,0,0
468,11,0
179,1,0
113,9,0
109,6,0
51,2,0
147,0,0
83,1,0
79,12,0
28,0,0
16,22,0
156,0,0
128,0,0
86,0,0
286,491774,4.53
41,1976,4.11
80,753989,4.16
230,26197,4.88
171,80604,4.83
136,128330,3.09
91,51122,3.57
276,145649,4.66
257,302146,4.58
261,342287,4.46
138,344947,4.57
540,156767,4.69
215,231003,4.63
224,5312,4.84
41,108422,4.84
267,179909,4.65
294,132577,4.81
290,39176,4.55
100,78481,4.67
281,1070154,1.73
434,379,0
155,286335,4.39
379,8106,2.52
334,1992,3.77
538,50221,4.82
171,44275,4.44
151,1819,4.76
658,1173,0
32,553,4.83
233,1092,5
128,229773,4.62
244,222167,3.76
280,339973,2.17
122,245416,4.44
66,279431,4
281,182560,3.22
116,163843,4.24
273,129428,4.49
140,123129,4.71
263,117103,4.46
177,121908,3.1
66,389185,2.84
281,378182,4.18
96,414855,4.63
30,136559,4.81
152,16366,4.84
30,60589,4.58
64,22092,4.74
540,88991,4.76
33,30874,4.7
362,59192,4.91
307,649,3.99
437,1113,4.96
229,979,4.91
83,80530,4.95
190,146995,4.88
217,4362,4.97
387,65546,4.65
112,10457,4.91
420,6751,4.83
275,10777,4.92
553,3675,4.93
281,1295,4.97
142,8789,4.83
161,617,4.97
129,343505,4.84
301,95281,4.23
302,78746,3.83
76,61707,2.96
180,261025,4.36
163,77190,3.5
168,86209,3.44
55,126157,3.45
180,69232,4.5
175,59809,3.5
187,55851,4.7
359,87772,4.78
240,35228,3.61
33,47242,4.53
103,62619,4.83
77,86587,4.37
204,35720,4.82
67,95951,4.78
415,110,1
92,77,0
10,110,0
32,78,0
251,107,0
255,50,0
28,99,0
137,66,0
149,0,0
18,135,0
252,3,0
263,0,0
280,1,0
156,0,0
39,1,0
55,20,0
59,15,0
117,8,0
89,14,0
171,0,0
95,0,0
292,0,0
506,18,0
471,0,0
72,0,0
163,0,0
48,0,0
84,19,0
70,0,0
31,0,0
217,0,0
83,0,0
70,4,0
429,0,0
61,13,0
220,0,0
42,0,0
10,0,0
382,3,0
155,17,0
35,0,0
202,0,0
63,28,0
159,7,0
88,2,0
110,13,0
192,201,5
598,0,0
287,0,0
110,1,0
12,1,0
92,5,0
132,0,0
27,0,0
245,0,0
87,1,0
259,6,0
236,5,5
37,0,0
475,3,0
573,4,0
83,1,0
76,1,0
41,3,5
129,0,0
18,0,0
109,0,0
153,2,0
79,0,0
24,12,0
34,0,0
296,26,0
108,0,0
655,0,0
93,0,0
555,0,0
299,12,0
589,0,0
621,9,0
51,0,0
152,1,0
179,1,0
186,0,0
410,0,0
32,5,0
178,0,0
28,0,0
194,5,0
215,0,0
70,4,0
81,0,0
251,1,0
266,4,0
13,0,0
114,0,0
17,5,0
104,55,0
338,0,0
100,0,0
411,11,0
199,1809099,4.82
242,100885,4.75
169,274548,4.32
85,161054,3.78
230,242722,4.83
392,92869,4.75
418,394232,4.92
29,73481,3.83
232,308935,4.59
518,63529,4.92
231,24437,3.95
506,62276,4.67
36,2176,3.84
343,36190,4.79
1380,28836,4.81
194,169219,4.63
63,78031,3.05
279,100325,3.23
521,12991,4.91
39,252559,4.68
358,256,5
600,2419,4.83
176,222,4.76
135,306,5
654,483,5
228,78691,1.56
47,198,5
546,177482,4.58
37,593,3.45
232,495652,2.93
299,175259,3.05
65,149772,2.84
96,121596,4.62
425,123570,4.69
59,112622,4.39
199,93178,4.79
429,85117,4.69
80,81689,4.65
14,60557,4.72
190,74201,4.86
63,58823,4.74
437,786,4.04
252,992,4.99
211,637,4.97
229,847,3.48
324,847,4.51
234,646,4.96
202,1653,4.94
180,1486,4.99
229,679,4.61
264,617,4.43
180,584,4.23
220,530,4.89
217,473,1
161,576,4.97
73,7972,4.78
202,4719,4.7
204,34305,4.62
199,1337,4.72
272,187607,4.81
237,115708,4.42
136,351956,4.47
266,162782,4.54
99,22254,1.66
252,26872,4.13
464,18879,4.95
98,15904,4.79
645,7389,4.85
252,221990,4.53
224,42326,4.76
197,6603,4.37
113,117,0
202,145,0
46,58,0
233,83,0
44,62,0
67,94,0
68,57,0
245,88,0
351,80,0
49,65,0
253,37,5
144,1,0
55,0,0
29,49,0
431,3,0
49,0,0
389,1,0
212,1,0
202,0,0
173,207,1
166,4,0
32,4,0
195,0,0
43,0,0
24,1,0
187,0,0
228,17,0
56,6,0
6,0,0
32,0,0
336,5,0
558,1,0
15,8,0
146,0,0
59,1,0
101,28,0
26,2,0
140,9,0
242,9,5
184,0,0
141,8,0
275,0,0
206,5,0
91,9,0
125,0,0
367,0,0
277,2,0
205,0,0
425,7,0
96,6,0
40,0,0
481,1,0
600,18,0
63,0,0
18,0,0
11,0,0
53,0,0
254,0,0
84,0,0
350,14,0
216,7,0
237,0,0
101,12,0
77,4,0
30,4,0
20,7,0
460,0,0
204,0,0
5,1,0
109,17,0
11,6,0
365,2,0
25,8,0
5,17,0
22,1,0
16,1,0
189,0,0
481,9,0
90,1,0
221,4,0
73,4,0
13,0,0
73,1,0
7,6,0
275,1,0
8,0,0
326,4,0
182,1,0
88,6,0
26,8,0
59,0,0
84,0,0
17,0,0
182,0,0
508,1,0
437,1,0
115,2,0
210,4,0
6,17,0
1855,224607,4.87
15,587145,3.56
22,73406,5
985,97758,4.91
26,54413,3.81
50,60411,2.62
43,901819,4.44
32,34423,3.67
59,10858,4.08
61,38984,3.88
206,140277,4.5
249,18379,4.26
988,121189,4.93
195,18881,4.81
216,1319,4.33
1032,109357,4.52
184,23280,4.77
196,52181,4.7
248,21020,4.73
157,38733,4.54
204,1194821,3.61
597,986,4.69
76,608,5
244,178983,4.38
222,231,5
162,163398,4.02
510,2879,5
107,260700,3.92
1321,960,4.85
220,383061,3.39
44,593847,4.47
77,243623,4.3
48,179157,3.83
76,266211,4.54
425,175131,4.76
63,147156,4.24
466,146648,4.71
53,86656,1.79
86,79613,3.16
536,85701,4.81
27,73937,4
287,287820,4.6
218,530846,4.68
184,541808,4.57
102,58659,4.5
1301,74264,4.87
50,19409,4.65
478,1238,4.97
270,4098,4.91
163,12531,4.93
91,47578,4.89
15,10917,4.88
97,13850,5
93,260713,4.84
333,293470,4.79
427,8370,4.81
170,10339,4.88
225,5688,4.75
3542,2764,4.93
170,6303,4.71
74,221579,1.76
94,617391,4.78
354,53401,4.73
345,63320,4.47
293,88575,4.79
7,213,2.5
12,238,0
239,221,0
119,213,1
76,213,0
145,221,0
31,201,0
193,210,0
69,212,0
289,220,0
229,58,0
202,45,5
32,56,0
61,29,0
112,72,0
282,76,0
6,13,0
62,0,0
7,2,0
481,15,0
209,0,0
246,0,0
28,0,0
372,12,0
60,0,0
23,0,0
99,0,0
175,1,0
153,0,0
72,0,0
249,0,0
75,0,0
10,2,0
16,0,0
240,1,0
468,0,0
87,2,0
68,0,0
267,0,0
254,1,0
65,7,5
52,179,0
6,17,0
40,35,4.33
42,12,0
443,10,0
140,14,0
135,16,0
100,7,0
83,0,0
87,0,0
71,18,0
269,5,0
203,15,0
399,0,0
59,51,0
540,50,5
55,0,0
101,14,1
307,23,0
15,0,0
209,0,0
243,1,0
358,2,0
305,0,0
17,0,0
15,0,0
16,0,0
219,1,0
284,0,0
105,1,0
275,0,0
25,0,0
13,1,0
310,0,0
179,2,0
165,2,0
64,1,0
368,2,0
639,1,0
275,0,0
146,0,0
62,0,0
418,0,0
438,0,0
283,0,0
107,0,0
214,0,0
132,0,0
146,0,0
45,3,0
217,67,0
121,0,0
15,0,0
19,0,0
258,0,0
28,3,0
74,0,0
58,1,0
90,222853,3.27
234,79499,4.92
34,42507,2.95
163,301722,4.27
180,47396,4.25
341,26000,4.86
515,154005,4.44
21,31135,3.31
210,419489,4.63
181,30687,4.45
326,27292,4.81
82,2872,3
41,42269,3.8
46,80648,4.46
318,160568,4.77
114,20616,2.67
612,2333,4.17
116,31074,4.8
338,43025,3.07
197,46496,4.56
263,949914,2.46
389,563689,4.8
539,326,2.6
19,776036,4.02
182,387,4.08
632,4447,3
74,285342,4.51
84,268192,4.21
79,159350,4.63
340,204,4.2
315,14014,4.87
311,220340,4.7
312,182650,4.78
65,165271,4.77
219,121137,4.71
73,78642,3.06
191,78059,2.51
75,96002,3.75
85,78141,4.8
388,70232,4.6
151,70162,3.75
300,68551,4.82
16,22984,1.53
95,64103,4.48
134,139649,4.09
141,2236,4.98
395,20348,4.95
386,74090,4.85
274,4479,4.94
112,5484,4.78
1365,8135,4.82
222,25761,4.3
541,21551,4.8
22,61826,4.83
207,20631,4.88
208,69857,4.89
95,2338960,4.76
443,9088,4.56
103,42605,4.64
339,11615,4.9
114,10407,4.84
192,8106,4.72
397,38593,4.83
593,4874,4.91
239,7451,4.65
203,517743,4.69
196,309097,4.61
92,238887,3.28
186,215939,4.62
86,82268,3.19
438,58262,3.44
195,13060,4
73,15345,4.5
111,9970,4.75
180,35995,4.76
33,45741,4.53
183,17942,3.39
235,13113,3.41
165,84717,4.55
43,7913,4.12
33,216,0
286,223,0
38,209,0
70,201,0
180,212,0
597,201,0
47,209,0
191,225,0
201,207,0
47,201,0
54,8,0
123,39,0
124,30,0
169,16,0
39,0,0
6,0,0
312,0,0
186,0,0
100,1,0
38,1,0
52,10,0
22,7,0
266,3,0
128,1,0
299,5,0
285,0,0
57,8,0
548,6,0
579,0,0
16,31,0
516,0,0
15,6,0
402,0,0
512,1,0
149,0,0
168,4,0
225,2,0
262,5,5
65,1,0
131,0,0
248,1,0
80,1,0
82,1,0
231,0,0
238,0,0
29,0,0
495,0,0
99,0,0
14,0,0
222,0,0
101,1,0
602,0,0
313,1,0
207,0,0
495,0,0
74,0,0
242,0,0
140,26,0
589,0,0
27,0,0
114,0,0
69,4,0
215,0,0
272,6,0
47,0,0
12,0,0
27,0,0
192,0,0
57,0,0
23,3,0
73,1,0
185,0,0
183,5,5
111,0,0
174,0,0
12,0,0
157,0,0
88,0,0
217,2,0
31,0,0
14,0,0
66,0,0
103,0,0
227,3,0
297,0,0
15,0,0
227,2,5
365,0,0
54,0,0
42,0,0
36,1,0
230,1,0
16,5,0
110,0,0
65,0,0
219,0,0
23,2,0
162,345774,4.62
430,437045,4.85
408,256035,4.86
506,52138,4
423,113535,4.92
305,48460,4.84
178,28733,4.45
408,123847,4.9
37,20305,4
437,109990,4.84
153,17791,4.86
94,7659,4.46
138,151365,4.67
484,14548,4.11
269,83599,4.61
387,194384,4.59
292,16670,4.51
157,105303,4.91
121,411,4.78
239,621,4.88
96,488,2
430,197326,4.76
164,75516,3.71
291,289805,4.58
267,1918,5
651,417,5
308,202019,4.64
301,198,5
163,339400,4.3
90,295428,4.85
35,1614967,4.03
212,168024,3.33
69,133751,4.75
33,125296,4.68
383,94481,3.4
273,87442,4.61
312,80715,4.47
61,746480,2.11
246,669201,4.53
70,788096,4.65
58,501460,4.6
203,22492,4.85
499,25761,4.86
368,18850,4.87
67,1620,4.26
408,67249,4.9
533,20100,4.78
307,922,4.99
264,800,5
264,567,4.47
1344,76553,4.86
90,178374,4.84
65,86876,4.72
116,69353,4.71
348,35742,4.91
435,65907,4.71
174,10731,4.81
877,5861,4.73
49,193155,1.75
35,49300,1.44
184,108971,4.59
155,29316,4.28
172,283462,4.62
67,35874,4.75
237,371710,4.79
17,201,2.33
15,219,1
535,210,5
40,221,1
46,210,0
25,219,2.25
58,205,1
195,149,3.5
16,40,0
118,207,2
167,121,1
54,75,0
42,88,0
89,222,2.83
518,207,5
82,179,3
185,50,3
315,67,4
179,71,0
141,79,0
15,118,0
300,75,3
24,22,0
219,91,5
254,33,0
229,39,0
101,67,0
192,60,3.5
255,30,0
457,161,0
29,112,1
16,16,0
248,34,0
564,72,0
349,42,5
49,77,3
66,51,0
151,21,0
83,110,5
118,116,0
86,29,0
24,38,0
583,49,0
4,73,5
201,111,0
9,83,0
50,41,0
46,211,1.5
193,50,0
63,115,1.67
4,49,0
188,93,5
462,205,1
273,68,0
17,48,0
254,54,0
359,62,0
46,73,0
89,60,0
48,35,0
72,83,4
10,40,0
6,43,0
16,53,0
198,34,0
23,54,0
96,137,0
214,57,1
33,17,0
73,54,3.33
46,85,4.5
267,44,0
207,57,5
247,54,0
268,78,0
334,112,0
530,36,0
87,203,2.5
100,25,0
172,50,0
75,11,0
15,41,0
87,180,0
541,72,1
14,15,0
147,101,4
115,22,0
67,46,0
151,25,0
62,78,0
5,20,0
600,18,0
211,35,0
5,218,1.5
100,107,0
629,359177,4.81
105,592580,4.07
484,242474,4.87
216,32161,3.67
57,2395,3.43
371,337778,4.54
40,43313,3.85
114,40168,4.57
313,15151,4.84
32,1866,4.5
323,17783,4.35
437,117284,4.82
171,73353,4.8
481,16038,4.57
767,159405,4.74
327,666,4.22
401,114874,4.71
422,192806,4.49
227,51104,4.18
657,68377,4.88
225,505410,3.75
35,612,3.33
84,35977,4.27
481,240509,4.6
182,93760,4.05
46,477,5
199,362107,3.49
120,312,2
176,350787,3.46
222,935,4.98
308,188,1.95
1,6064,4.19
320,206716,4.59
186,461211,4.34
143,424,5
38,383562,3.49
497,246853,4.6
59,213867,4.51
438,138966,4.82
228,144563,1.73
185,87440,4.74
205,109318,4.78
370,77933,4.54
30,99682,4.71
23,180010,4.41
445,80427,4.8
406,56611,4.5
600,84480,4.5
464,701576,4.4
236,423386,4.7
214,29804,4.92
108,73231,4.29
147,850,4.98
147,37464,4.82
